??????
25067
22928
19718
16890
15038
11969
9529
8190
6514
5410
4204
2790
1982
?????????????????
59413
52216
47172
43896
40740
34848
32654
30931
29319
27279
24219
21100
18685
16554
15143
12162
9943
8153
6672
5442
4246
2872
2106
?????????????.
36380
32403
29083
27553
25729
23470
22144
21161
20592
18982
16998
14436
13123
11488
10209
8172
6363
5144
4079
3255
2595
1764
1184
?????????
32801
31362
29648
27410
25367
22750
22488
21481
20993
20151
18302
14513
12855
10958
8914
7285
6432
5449
4003
3576
2729
1758
1244
????????????.
64635
55209
49885
46387
42647
38086
35510
32704
31408
29050
25881
22648
20476
18193
17072
13770
11103
9125
7329
6138
5025
3643
2695
?????????????????
35251
31712
29899
27466
25776
22782
21532
20866
20323
18624
16314
13012
11663
10777
9034
7214
5851
4653
3516
2877
2269
1625
1181
??????????????????.
47349
41563
36647
35637
33385
30580
29451
28262
26639
25104
21526
19911
18455
16048
15420
12750
9720
6781
5560
4743
3703
2582
1750
????????
36349
33030
32013
28617
26049
22919
21318
20109
19341
17471
15041
12559
11601
10849
9083
7101
5562
4495
3606
2961
2534
1759
1220
????????????.
53910
48837
43994
41442
38197
34332
31667
29939
28248
25757
23710
20001
17682
15411
14085
10927
8593
7066
5643
4489
3457
2486
1664
??????????????
103540
93880
85623
80448
73896
65807
61159
57404
53167
48629
43552
39326
35748
31570
27254
21815
18541
15477
12298
10320
8679
6157
4449
?????????????????
35463
32846
29865
26955
25430
22638
21546
20511
19746
17858
15511
12447
11346
10477
9384
7558
5871
4710
3696
3081
2426
1637
1131
???????
56458
49553
46501
42964
39402
34434
33061
30704
29371
27503
24796
22174
20056
18394
16893
13342
10697
8730
6935
5692
4653
3413
2559
??????????????.
57653
48313
43429
41770
38023
32648
30115
28263
26809
25326
23403
20479
18028
15995
15410
12555
10408
8654
6707
5264
4248
3313
2425
????????????.
40833
36143
32692
30213
27932
25215
23404
22118
20978
19291
16932
14579
13293
12054
10971
8862
6960
5696
4541
3641
2929
2122
1522
????
68790
60769
57156
53416
50413
45689
43662
41365
40222
37717
33971
28897
26140
23686
20827
17077
14082
11612
9482
7884
6506
5178
3559
??????????????.
40242
35967
32220
31421
27724
24554
22989
21796
20867
19157
16896
14891
13526
12447
11457
9058
7326
5975
4723
3869
3068
2191
1508
?????????????????
50252
43510
38499
36133
33846
30343
28734
26767
25777
24063
21409
18416
16330
14953
13163
10260
7976
6462
5155
4033
3365
2495
1698
????????????????
71728
60608
54426
49932
45635
41117
38474
36071
34178
31623
28672
25659
23254
20277
18935
15510
12472
10502
8674
7367
6171
4813
3503
????
41986
38158
34181
32748
29640
26165
24140
22440















?????????????.
41792
36188
33182
30632
28159
25433
23335
22064
21172
19409
17180
14833
13228
11942
11319
8883
7296
5692
4538
3665
2892
2064
1462
??????????.
46059
40292
35805
32709
29937
27274
25327
23921
23099
21234
18690
16241
14007
12488
11437
8857
6925
5476
4889
3974
2866
2011
1454
????????????????.
60008
52749
48286
46387
43631
39333
36319
33996
31851
29358
26310
23303
20768
18360
17519
13155
10215
8596
6673
5466
4528
3258
2179
???????????.
46711
40188
36790
34312
31622
28455
26214
24524
23133
21391
19417
17010
15430
13871
13372
10907
8634
6929
5485
4395
3389
2638
1881
??????????????.
121462
112852
102843
94856
85631
75710
69769
65996
62152
57121
49667
41934
36582
32657
28030
22102
17747
14673
11175
9386
7444
5614
4248
???????
40713
35497
32278
30152
28143
25440
23305
21947
20473
18360
16023
14001
12651
11374
10535
8404
6344
4938
3784
3106
2402
1657
1165
????????
39538
34499
31105
28826
26712
24327
23229
22029
20342
18101
15187
13305
11883
10937
10531
8103
6358
5061
4014
3252
2444
1636
1108
??????
125638
112768
100070
94294
83801
73812
71379
64310
61208
55485
48830
44899
38411
33358
30552
23623
17998
14425
10634
8612
6388
4924
3229
?????????????.
70705
64041
58066
55555
51938
46836
42656
40643
38598
35690
32303
28586
25417
23342
21503
16235
12263
9558
7399
6071
4803
3450
2269
?????????????.
87326
76565
69135
63715
58045
51932
48986
45989
43378
40225
36188
32342
29308
26592
23763
18581
15162
12510
10177
8646
7223
5387
3747
??????????
106949
95705
92237
88027
82786
74173
71850
71230
65816
61765
57795
50036
47349
43965
41181
34381
28592
23017
19025
15918
12627
9226
5066
????????????????.
48368
41369
37601
35212
32949
30387
28399
26481
25497
23573
20959
18492
16328
14747
13468
10302
8112
6533
5256
4206
3404
2508
1698
???????????????.
45247
39206
34169
32174
31462
29311
27914
26346
25225
23494
21297
18637
16751
14795
13685
11005
8908
6941
5503
4393
3443
2475
1743
????????????????.
53757
46167
41534
39076
35686
32287
30151
28046
27214
25528
23246
20309
18230
16799
15714
12017
9166
7264
5833
4624
3709
2658
1819
?????????.
46952
41152
37828
35368
32613
29751
28163
27234
26205
24848
21931
19088
16708
14781
13525
11004
8867
7124
5483
4427
3453
2295
1466
???????????????.
43540
38357
35075
32883
30371
27445
26209
24591
23469
21593
19271
17025
15200
13520
12087
9620
7685
6164
4735
3898
3142
2460
1849
????????????.
40843
35754
31862
29683
27476
24811
23127
21772
20885
19273
16888
14529
13174
11854
11152
8611
6774
5431
4393
3564
3029
2246
1535
?????????????.
41307
36031
32766
30765
28968
26238
25337
23192
22392
20645
19126
16362
14424
13035
11723
8566
6344
5207
3911
3474
2501
1752
1258
????????????
53234
46267
41958
39210
35802
32952
30651
28528
27102
24716
21821
18773
17438
15228
14774
11856
9516
7749
6212
5284
4287
3422
2434
??????????????
63589
55615
50105
46867
42199
38045
35677
33807
32431
29966
27445
24423
21889
18997
16805
13174
10903
8926
7033
5793
4515
3303
2383
????????????.
38966
35369
31496
29441
26871
23659
22399
21553
21004
19743
18203
15721
14498
12631
11381
8951
6973
5735
4543
3762
2920
2070
1471
??????
65338
57244
51344
47867
43724
39167
36709
34030
32495
29792
26629
23369
20952
18638
17290
13593
10634
8555
6740
5499
4360
3240
2223
?????????????.
44767
39291
35622
33757
31448
28500
26689
25008
23818
21867
19189
16950
15244
13883
12539
9780
7569
5945
4798
3806
3002
2092
1361
????????????.
45770
40631
36459
34488
31916
28819
27261
25482
24280
21797
19098
16718
15289
13440
12686
9797
7677
6150
4965
4028
3095
2189
1462
????????????.
48874
42771
38748
36431
33754
30492
28295
26849
25884
23470
20800
18600
16479
14916
14675
11921
9614
7765
6276
5139
4228
3157
2214
??????????????
86630
76259
68667
65872
60421
53740
48703
44187
40697
36848
32930
29522
27190
23884
22473
17552
13033
10134
7931
6468
5435
3695
2512
??????????????.
42917
37408
33545
30717
26823
24738
23548
22528
22012
20668
18803
16205
14554
13110
12008
9108
7010
5439
4301
3456
2707
1953
1392
????
96728
84472
77178
73402
68871
62206
59000
54631
51111
46542
39916
34052
28708
26533
23816
19409
16168
13437
11315
9697
8172
6052
4539
??????????????.
102684
94285
92518
87418
77499
68496
64959
61311
54896
49007
44208
38771
35848
32626
30060
23346
18842
15243
11711
9331
6959
4979
3681
???????????????.
55308
48590
43256
41110
38052
34760
32348
30691
29492
27608
25139
22179
19757
17336
17527
13987
10772
8676
6928
5607
4473
3246
2274
???????????
43112
40145
36300
34621
31814
27687
24259
21848
??????????????
36360
32999
30479
28751
26958
24715
22806
21267
20311
18664
15897
13376
11818
10832
9151
7626
5918
4722
3457
2793
2447
1703
1167
?????????????.
41717
36529
33139
31269
29397
26269
25097
23470
22279
20447
17942
16189
14513
13032
12051
9552
7475
6191
5012
4173
3323
2384
1656
??????????????????
41402
37387
33877
31836
29065
26645
24655
23245
22597
20667
18447
15589
13949
12647
11110
8648
6733
5416
4497
3512
2837
2099
1438
?????????????.
39346
34438
31063
28697
26660
24253
22795
21725
20757
19056
16866
14293
12624
11606
10296
7903
6276
5009
4081
3304
2555
1761
1235
?????????
52274
45800
39761
37418
35172
32324
30224
29147
28294
26035
23234
20009
17350
15207
14904
11469
8850
7068
5453
4530
3736
2936
2010
???????????.
45732
40286
36077
33524
31049
27612
26193
24804
23866
22450
20246
17747
16155
14161
13065
10177
8040
6486
5386
4268
3307
2343
1575
??????????.
57879
50955
48730
45526
41901
37518
36032
34041
32042
29814
26725
24001
21450
19340
17675
14429
11317
9610
7972
6685
5235
4055
2545
???????????.
51218
44726
40889
38151
34662
31637
29402
27555
25873
23030
20121
17225
15641
14338
12994
10137
7851
6412
5172
4206
3271
2409
1655
????
51782
46084
44104
39673
35779
31251
29828
28322
27507
25087
22239
19163
17530
16155
13615
10702
8647
6814
5470
4698
3758
2385
1582
????????????.
61901
55270
51501
48613
44913
40473
37536
35869
34125
31620
28578
24729
22247
19787
????????
45811
39791
36380
34052
31808
28995
26693
24694
23421
21053
18241
15843
14291
13099
12154
9839
7798
6373
5131
4350
3445
2595
1742
??????????????.
41523
36126
32504
30677
28353
26254
24334
22846
21272
19187
17107
15009
13339
11731
10895
8413
6708
5344
4372
3621
2867
2035
1429
???????????????
65897
58786
53113
50213
47153
42465
40109
38041
36781
34132
31076
26156
22657
20455
18985
15884
12888
11336
8948
7369
5612
3997
2800
???????
54522
47817
43800
40548
37874
33978
32515
29935
29085
26068
23467
20690
18358
16212
14488
11251
9443
7771
6161
5054
4094
3067
2194
?????????????????
97562
85447
79822
75087
70896
66719
63568
60068
57976
54508
50841
45498
41315
38387
37412
32228
26826
22829
19660
17209
14634
12590
8492
??????????????.
50104
43781
39349
37433
35219
32253
30941
29642
27683
25651
22501
20015
17370
15021
14829
11898
9357
7463
5960
4839
3847
2959
2086
?????
33700
31291
29771
27757
26177
23249
22926
22304
21452
20865
17385
14431
13919
13255
11763
9917
8078
6716
5021
3808
2508
1590
882
???????
41527
35799
31844
29671
27036
24530
22908
21369
20854
19388
17187
14896
13004
11529
11147
8703
6437
5073
4048
3215
2461
1726
1196
???????????
140602
130738
120641
107107
98864
91995
86647
79531
76285
68261
60807
53369
46866
42534
38317
30859
25703
23314
18618
17271
13502
8216
5687
???????????????
131516
116376
111216
101012
97204
89938
83238
77272
74489
69192
63696
59095
52619
46481
44169
37364
32336
27534
23890
20027
15876
12577
8965
??????????????.
47388
41209
37820
36016
33474
30720
28520
26748
25434
23003
20397
18111
16076
14418
13803
11215
8995
7366
6164
4952
3890
2831
190
